datetime,power_in_kW,wind_speed_in_m_per_s,wind_direction_in_deg
2023-02-19 05:00:00,1439.52,8.12,204.62
2023-02-19 06:00:00,1211.41,7.63,199.54
2023-02-19 07:00:00,946.39,6.98,197.78
2023-02-19 08:00:00,842.4,6.72,197.75
2023-02-19 09:00:00,777.51,6.56,196.61
2023-02-19 10:00:00,925.31,6.93,191.91
2023-02-19 11:00:00,1028.01,7.19,186.21
2023-02-19 12:00:00,1401.86,8.05,179.77
2023-02-19 13:00:00,2113.03,9.31,175.31
2023-02-19 14:00:00,2490.41,9.99,185.14
2023-02-19 15:00:00,2659.35,10.37,194.69
2023-02-19 16:00:00,2977.4,11.42,199.24
2023-02-19 17:00:00,2994.32,11.81,207.36
2023-02-19 18:00:00,2976.11,11.41,218.49
2023-02-19 19:00:00,2850.48,10.8,228.74
2023-02-19 20:00:00,2447.58,9.91,240.84
2023-02-19 21:00:00,2016.3,9.13,249.72
2023-02-19 22:00:00,1844.33,8.83,255.25
2023-02-19 23:00:00,1690.68,8.57,260.43
2023-02-20 00:00:00,1581.79,8.38,261.07
2023-02-20 01:00:00,1419.84,8.08,259.9
2023-02-20 02:00:00,1335.9,7.91,258.73
2023-02-20 03:00:00,1280.7,7.79,258.25
2023-02-20 04:00:00,1027.71,7.19,256.16
2023-02-20 05:00:00,829.28,6.69,251.43
2023-02-20 06:00:00,579.63,6.06,248.32
2023-02-20 07:00:00,509.19,5.82,245.45
2023-02-20 08:00:00,493.09,5.76,240.59
2023-02-20 09:00:00,515.87,5.85,236.15
2023-02-20 10:00:00,521.83,5.87,233.02
2023-02-20 11:00:00,627.85,6.19,227.87
2023-02-20 12:00:00,551.17,5.99,224.55
2023-02-20 13:00:00,648.75,6.24,215.45
2023-02-20 14:00:00,756.59,6.51,206.79
2023-02-20 15:00:00,885.09,6.83,194.96
2023-02-20 16:00:00,1225.86,7.66,184.49
2023-02-20 17:00:00,1766.91,8.7,184.74
2023-02-20 18:00:00,2039.36,9.17,187.54
2023-02-20 19:00:00,2123.21,9.32,191.15
2023-02-20 20:00:00,2136.65,9.35,190.42
2023-02-20 21:00:00,2163.17,9.4,183.07
2023-02-20 22:00:00,2647.13,10.34,174.21
2023-02-20 23:00:00,2840.22,10.78,163.83
2023-02-21 00:00:00,2991.69,11.72,159.36
2023-02-21 01:00:00,3000.0,12.67,162.15
2023-02-21 02:00:00,3000.0,13.33,163.79
2023-02-21 03:00:00,3000.0,14.16,166.02
2023-02-21 04:00:00,3000.0,14.37,177.76
2023-02-21 05:00:00,3000.0,13.87,194.91
2023-02-21 06:00:00,3000.0,13.12,213.06
2023-02-21 07:00:00,2987.89,11.6,226.8
2023-02-21 08:00:00,2574.26,10.17,238.29
2023-02-21 09:00:00,2484.86,9.98,253.07
2023-02-21 10:00:00,2394.64,9.81,267.88
2023-02-21 11:00:00,1644.83,8.49,279.56
2023-02-21 12:00:00,1432.58,8.11,285.54
2023-02-21 13:00:00,1630.58,8.47,294.08
2023-02-21 14:00:00,1771.47,8.71,299.16
2023-02-21 15:00:00,1511.43,8.25,302.39
2023-02-21 16:00:00,1339.88,7.92,304.9
2023-02-21 17:00:00,1204.62,7.62,305.86
2023-02-21 18:00:00,768.18,6.54,303.52
2023-02-21 19:00:00,455.67,5.61,294.54
2023-02-21 20:00:00,299.48,4.98,279.39
2023-02-21 21:00:00,228.43,4.59,261.31
2023-02-21 22:00:00,265.39,4.79,236.33
2023-02-21 23:00:00,577.1,6.06,223.72
2023-02-22 00:00:00,986.51,7.08,213.63
2023-02-22 01:00:00,1184.26,7.57,204.49
2023-02-22 02:00:00,1560.34,8.34,199.48
2023-02-22 03:00:00,2117.68,9.31,199.95
2023-02-22 04:00:00,2426.67,9.87,200.74
2023-02-22 05:00:00,2379.31,9.79,202.67
2023-02-22 06:00:00,2110.22,9.3,208.3
2023-02-22 07:00:00,2157.85,9.39,202.65
2023-02-22 08:00:00,2674.52,10.4,193.89
2023-02-22 09:00:00,2895.22,10.91,198.18
2023-02-22 10:00:00,3000.0,12.24,211.79
2023-02-22 11:00:00,3000.0,13.58,229.89
2023-02-22 12:00:00,3000.0,12.76,247.38
2023-02-22 13:00:00,3000.0,12.02,257.05
2023-02-22 14:00:00,2689.12,10.44,255.43
2023-02-22 15:00:00,1814.26,8.78,251.34
2023-02-22 16:00:00,1556.15,8.33,241.44
2023-02-22 17:00:00,2073.03,9.23,238.02
2023-02-22 18:00:00,2741.8,10.56,244.67
2023-02-22 19:00:00,3000.0,12.14,251.7
2023-02-22 20:00:00,3000.0,12.5,248.79
2023-02-22 21:00:00,3000.0,13.09,245.85
2023-02-22 22:00:00,3000.0,14.8,251.76
2023-02-22 23:00:00,3000.0,15.13,261.5
2023-02-23 00:00:00,3000.0,14.54,271.13
2023-02-23 01:00:00,3000.0,13.36,276.35
2023-02-23 02:00:00,3000.0,12.31,278.86
2023-02-23 03:00:00,2988.98,11.63,281.47
2023-02-23 04:00:00,2877.49,10.87,281.83
2023-02-23 05:00:00,2557.64,10.14,277.12
2023-02-23 06:00:00,2441.35,9.9,265.82
2023-02-23 07:00:00,2560.08,10.14,255.4
2023-02-23 08:00:00,2634.32,10.31,252.61
2023-02-23 09:00:00,2848.92,10.8,254.89
2023-02-23 10:00:00,2991.67,11.72,253.49
2023-02-23 11:00:00,3000.0,12.2,258.92
2023-02-23 12:00:00,2987.09,11.57,266.45
2023-02-23 13:00:00,2836.77,10.77,273.79
2023-02-23 14:00:00,2647.86,10.34,277.22
2023-02-23 15:00:00,2565.53,10.15,279.96
2023-02-23 16:00:00,2474.77,9.96,284.05
2023-02-23 17:00:00,2252.37,9.56,286.88
2023-02-23 18:00:00,2039.27,9.17,286.04
2023-02-23 19:00:00,1750.26,8.67,285.2
2023-02-23 20:00:00,1607.07,8.43,285.27
2023-02-23 21:00:00,1715.46,8.61,287.76
2023-02-23 22:00:00,1392.07,8.03,285.68
2023-02-23 23:00:00,1795.86,8.75,285.8
2023-02-24 00:00:00,1556.68,8.33,286.45
2023-02-24 01:00:00,1220.64,7.65,287.2
2023-02-24 02:00:00,843.75,6.73,286.72
2023-02-24 03:00:00,737.63,6.46,283.33
2023-02-24 04:00:00,764.48,6.53,280.42
2023-02-24 05:00:00,1214.4,7.64,283.79
2023-02-24 06:00:00,1279.75,7.79,285.11
2023-02-24 07:00:00,1220.82,7.65,282.26
2023-02-24 08:00:00,1290.45,7.81,278.6
2023-02-24 09:00:00,1502.39,8.23,278.41
2023-02-24 10:00:00,1852.7,8.85,278.76
2023-02-24 11:00:00,1978.96,9.06,280.74
2023-02-24 12:00:00,2015.58,9.13,282.47
2023-02-24 13:00:00,2011.63,9.12,284.11
2023-02-24 14:00:00,1848.0,8.84,286.71
2023-02-24 15:00:00,1802.97,8.76,288.4
2023-02-24 16:00:00,1632.66,8.47,288.88
2023-02-24 17:00:00,1468.27,8.17,289.02
2023-02-24 18:00:00,1291.85,7.81,288.75
2023-02-24 19:00:00,1110.54,7.39,286.79
2023-02-24 20:00:00,897.82,6.86,283.42
2023-02-24 21:00:00,817.92,6.66,281.51
2023-02-24 22:00:00,570.97,6.04,279.51
2023-02-24 23:00:00,477.26,5.7,279.2
2023-02-25 00:00:00,320.69,5.07,275.84
2023-02-25 01:00:00,197.75,4.42,272.69
2023-02-25 02:00:00,93.3,3.72,267.4
2023-02-25 03:00:00,46.67,3.27,247.85
2023-02-25 04:00:00,67.61,3.47,225.51
2023-02-25 05:00:00,60.9,3.4,202.18
2023-02-25 06:00:00,89.13,3.68,198.02
2023-02-25 07:00:00,152.14,4.17,189.54
2023-02-25 08:00:00,251.24,4.72,182.82
2023-02-25 09:00:00,354.9,5.21,178.26
2023-02-25 10:00:00,254.98,4.74,170.03
2023-02-25 11:00:00,355.03,5.21,160.65
2023-02-25 12:00:00,572.04,6.05,151.79
2023-02-25 13:00:00,1096.05,7.36,142.7
2023-02-25 14:00:00,2031.82,9.16,136.34
2023-02-25 15:00:00,2537.05,10.09,136.06
2023-02-25 16:00:00,2618.5,10.28,136.27
2023-02-25 17:00:00,2604.79,10.24,135.61
2023-02-25 18:00:00,2736.56,10.54,134.95
2023-02-25 19:00:00,2943.44,11.08,135.09
2023-02-25 20:00:00,2966.02,11.31,136.38
2023-02-25 21:00:00,2942.66,11.07,139.01
2023-02-25 22:00:00,2849.56,10.8,138.23
2023-02-25 23:00:00,2793.23,10.67,139.04
2023-02-26 00:00:00,2671.19,10.4,139.06
2023-02-26 01:00:00,2682.32,10.42,137.15
2023-02-26 02:00:00,2768.01,10.62,134.22
2023-02-26 03:00:00,2893.33,10.9,132.67
2023-02-26 04:00:00,2937.64,11.02,132.11
2023-02-26 05:00:00,2720.0,10.51,132.53
2023-02-26 06:00:00,2532.22,10.08,132.37
2023-02-26 07:00:00,2609.54,10.25,132.91
2023-02-26 08:00:00,2661.1,10.37,132.12
2023-02-26 09:00:00,2633.59,10.31,130.7
2023-02-26 10:00:00,2612.16,10.26,126.92
2023-02-26 11:00:00,2651.13,10.35,123.78
2023-02-26 12:00:00,2717.85,10.5,122.46
2023-02-26 13:00:00,2733.47,10.54,120.23
2023-02-26 14:00:00,2906.94,10.93,120.55
2023-02-26 15:00:00,2963.7,11.28,121.36
2023-02-26 16:00:00,2985.34,11.51,123.65
2023-02-26 17:00:00,2941.73,11.06,125.77
2023-02-26 18:00:00,2749.44,10.57,129.18
2023-02-26 19:00:00,2426.13,9.87,133.37
2023-02-26 20:00:00,1840.47,8.83,135.94
2023-02-26 21:00:00,1711.23,8.61,137.31
2023-02-26 22:00:00,2056.84,9.2,136.21
2023-02-26 23:00:00,2302.73,9.65,136.6
2023-02-27 00:00:00,2144.38,9.36,137.06
2023-02-27 01:00:00,1391.13,8.03,133.93
2023-02-27 02:00:00,1042.89,7.22,129.33
2023-02-27 03:00:00,1429.21,8.1,131.56
2023-02-27 04:00:00,1728.05,8.64,134.7
2023-02-27 05:00:00,1535.48,8.29,137.37
2023-02-27 06:00:00,1313.41,7.86,140.85
2023-02-27 07:00:00,1513.27,8.25,144.9
2023-02-27 08:00:00,1610.24,8.43,147.96
2023-02-27 09:00:00,1229.5,7.67,152.31
2023-02-27 10:00:00,885.64,6.83,155.55
2023-02-27 11:00:00,872.39,6.8,153.27
2023-02-27 12:00:00,867.23,6.79,149.1
2023-02-27 13:00:00,1199.54,7.6,143.27
2023-02-27 14:00:00,1834.06,8.81,146.34
2023-02-27 15:00:00,2215.98,9.49,151.8
2023-02-27 16:00:00,2308.65,9.66,158.08
2023-02-27 17:00:00,2208.82,9.48,162.33
2023-02-27 18:00:00,2061.95,9.21,166.78
2023-02-27 19:00:00,1916.2,8.95,172.14
2023-02-27 20:00:00,1986.37,9.08,178.77
2023-02-27 21:00:00,2103.3,9.29,186.02
2023-02-27 22:00:00,2299.66,9.64,193.47
2023-02-27 23:00:00,2264.25,9.58,199.42
2023-02-28 00:00:00,2069.98,9.23,206.96
