datetime,wind_speed_in_m_per_s,wind_direction_in_deg
2023-01-28 14:00:00,6.78,110.66
2023-01-28 15:00:00,7.0,114.46
2023-01-28 16:00:00,6.93,115.66
2023-01-28 17:00:00,6.87,114.88
2023-01-28 18:00:00,6.79,112.05
2023-01-28 19:00:00,6.86,109.01
2023-01-28 20:00:00,6.81,107.67
2023-01-28 21:00:00,6.8,108.97
2023-01-28 22:00:00,6.85,106.62
2023-01-28 23:00:00,6.59,106.9
2023-01-29 00:00:00,6.47,107.83
2023-01-29 01:00:00,6.45,105.43
2023-01-29 02:00:00,6.63,101.99
2023-01-29 03:00:00,7.0,98.71
2023-01-29 04:00:00,7.4,98.24
2023-01-29 05:00:00,7.51,99.13
2023-01-29 06:00:00,6.81,98.99
2023-01-29 07:00:00,6.17,98.79
2023-01-29 08:00:00,6.42,99.4
2023-01-29 09:00:00,6.66,98.69
2023-01-29 10:00:00,7.1,94.7
2023-01-29 11:00:00,7.29,92.72
2023-01-29 12:00:00,7.18,90.93
2023-01-29 13:00:00,7.79,90.67
2023-01-29 14:00:00,8.45,90.58
2023-01-29 15:00:00,8.81,90.48
2023-01-29 16:00:00,9.02,90.21
2023-01-29 17:00:00,9.11,91.58
2023-01-29 18:00:00,9.07,93.96
2023-01-29 19:00:00,8.9,95.77
2023-01-29 20:00:00,8.63,95.89
2023-01-29 21:00:00,8.18,92.62
2023-01-29 22:00:00,8.34,84.53
2023-01-29 23:00:00,8.43,79.99
2023-01-30 00:00:00,8.54,81.06
2023-01-30 01:00:00,8.6,84.98
2023-01-30 02:00:00,8.63,89.21
2023-01-30 03:00:00,8.57,91.32
2023-01-30 04:00:00,8.45,92.46
2023-01-30 05:00:00,7.92,92.1
2023-01-30 06:00:00,6.5,85.89
2023-01-30 07:00:00,6.18,80.77
2023-01-30 08:00:00,6.03,78.39
2023-01-30 09:00:00,5.87,77.3
2023-01-30 10:00:00,6.22,77.92
2023-01-30 11:00:00,6.24,79.7
2023-01-30 12:00:00,6.16,83.82
2023-01-30 13:00:00,6.54,86.69
2023-01-30 14:00:00,7.17,87.8
2023-01-30 15:00:00,7.55,89.98
2023-01-30 16:00:00,7.89,93.55
2023-01-30 17:00:00,8.1,96.21
2023-01-30 18:00:00,8.15,96.07
2023-01-30 19:00:00,8.02,93.79
2023-01-30 20:00:00,7.76,91.88
2023-01-30 21:00:00,7.51,91.17
2023-01-30 22:00:00,7.75,86.55
2023-01-30 23:00:00,7.68,85.05
2023-01-31 00:00:00,7.76,86.03
2023-01-31 01:00:00,7.83,87.29
2023-01-31 02:00:00,8.0,88.95
2023-01-31 03:00:00,8.3,90.6
2023-01-31 04:00:00,8.6,91.65
2023-01-31 05:00:00,8.73,91.3
2023-01-31 06:00:00,7.88,90.39
2023-01-31 07:00:00,7.85,91.96
2023-01-31 08:00:00,7.96,94.35
2023-01-31 09:00:00,8.0,95.24
2023-01-31 10:00:00,8.64,90.94
2023-01-31 11:00:00,8.76,89.98
2023-01-31 12:00:00,8.69,88.84
2023-01-31 13:00:00,9.46,87.93
2023-01-31 14:00:00,10.08,89.96
2023-01-31 15:00:00,10.27,91.9
2023-01-31 16:00:00,10.54,92.81
2023-01-31 17:00:00,11.01,93.34
2023-01-31 18:00:00,11.4,92.84
2023-01-31 19:00:00,11.46,93.14
2023-01-31 20:00:00,11.44,93.45
2023-01-31 21:00:00,11.41,93.59
2023-01-31 22:00:00,11.9,94.59
2023-01-31 23:00:00,12.28,95.13
2023-02-01 00:00:00,12.56,97.48
2023-02-01 01:00:00,12.54,98.21
2023-02-01 02:00:00,12.56,97.67
2023-02-01 03:00:00,12.59,96.09
2023-02-01 04:00:00,12.59,94.29
2023-02-01 05:00:00,12.57,91.96
2023-02-01 06:00:00,11.73,91.23
2023-02-01 07:00:00,10.95,89.41
2023-02-01 08:00:00,10.64,87.21
2023-02-01 09:00:00,9.89,83.3
2023-02-01 10:00:00,10.24,81.57
2023-02-01 11:00:00,10.22,79.19
2023-02-01 12:00:00,10.88,75.31
2023-02-01 13:00:00,11.48,71.1
2023-02-01 14:00:00,11.77,68.08
2023-02-01 15:00:00,11.87,67.45
2023-02-01 16:00:00,11.74,68.64
2023-02-01 17:00:00,11.64,68.75
2023-02-01 18:00:00,11.52,68.8
2023-02-01 19:00:00,11.29,69.05
2023-02-01 20:00:00,10.8,69.63
2023-02-01 21:00:00,9.93,67.0
2023-02-01 22:00:00,9.2,59.37
2023-02-01 23:00:00,8.62,52.23
2023-02-02 00:00:00,8.41,43.82
2023-02-02 01:00:00,8.71,38.03
2023-02-02 02:00:00,9.11,38.4
2023-02-02 03:00:00,9.08,41.84
2023-02-02 04:00:00,8.54,44.17
2023-02-02 05:00:00,7.14,46.76
2023-02-02 06:00:00,5.27,47.9
2023-02-02 07:00:00,4.6,50.9
2023-02-02 08:00:00,4.16,48.58
2023-02-02 09:00:00,3.88,43.77
2023-02-02 10:00:00,4.37,48.97
2023-02-02 11:00:00,4.17,49.47
2023-02-02 12:00:00,4.12,51.74
2023-02-02 13:00:00,4.03,53.71
2023-02-02 14:00:00,4.06,51.78
2023-02-02 15:00:00,4.64,50.72
2023-02-02 16:00:00,5.62,55.36
2023-02-02 17:00:00,5.79,61.64
2023-02-02 18:00:00,5.45,67.79
2023-02-02 19:00:00,5.22,74.22
2023-02-02 20:00:00,5.55,77.98
2023-02-02 21:00:00,5.83,80.74
2023-02-02 22:00:00,6.05,83.36
2023-02-02 23:00:00,5.39,88.18
2023-02-03 00:00:00,5.12,89.84
2023-02-03 01:00:00,5.19,86.18
2023-02-03 02:00:00,4.9,84.21
2023-02-03 03:00:00,4.29,85.92
2023-02-03 04:00:00,4.0,86.21
2023-02-03 05:00:00,3.68,84.52
2023-02-03 06:00:00,3.64,83.07
2023-02-03 07:00:00,3.86,85.45
2023-02-03 08:00:00,3.99,89.68
2023-02-03 09:00:00,3.86,92.99
2023-02-03 10:00:00,3.99,96.68
2023-02-03 11:00:00,3.9,106.33
2023-02-03 12:00:00,4.17,112.07
2023-02-03 13:00:00,5.11,114.42
2023-02-03 14:00:00,6.1,119.56
2023-02-03 15:00:00,6.51,126.05
2023-02-03 16:00:00,6.43,132.32
2023-02-03 17:00:00,6.38,131.16
2023-02-03 18:00:00,6.61,124.66
2023-02-03 19:00:00,7.02,122.06
2023-02-03 20:00:00,7.19,124.64
2023-02-03 21:00:00,7.49,127.0
2023-02-03 22:00:00,8.47,124.37
2023-02-03 23:00:00,8.96,121.32
2023-02-04 00:00:00,8.97,119.29
2023-02-04 01:00:00,9.32,114.67
2023-02-04 02:00:00,9.78,112.94
2023-02-04 03:00:00,10.38,114.5
2023-02-04 04:00:00,10.57,118.34
2023-02-04 05:00:00,10.51,122.46
2023-02-04 06:00:00,9.65,126.54
2023-02-04 07:00:00,8.36,127.66
2023-02-04 08:00:00,6.74,127.56
2023-02-04 09:00:00,5.59,131.97
2023-02-04 10:00:00,5.63,134.08
2023-02-04 11:00:00,5.09,131.62
2023-02-04 12:00:00,4.68,132.79
2023-02-04 13:00:00,4.14,142.01
2023-02-04 14:00:00,3.45,158.22
2023-02-04 15:00:00,3.04,184.32
2023-02-04 16:00:00,3.29,217.7
2023-02-04 17:00:00,3.71,244.43
2023-02-04 18:00:00,3.85,267.08
2023-02-04 19:00:00,3.78,285.2
2023-02-04 20:00:00,3.63,299.89
2023-02-04 21:00:00,3.72,315.4
2023-02-04 22:00:00,3.76,318.48
2023-02-04 23:00:00,3.89,323.49
2023-02-05 00:00:00,4.11,325.38
2023-02-05 01:00:00,4.18,329.14
2023-02-05 02:00:00,4.1,335.13
2023-02-05 03:00:00,4.06,345.77
2023-02-05 04:00:00,3.78,5.05
2023-02-05 05:00:00,2.74,26.96
2023-02-05 06:00:00,0.48,340.39
2023-02-05 07:00:00,2.74,254.63
2023-02-05 08:00:00,3.81,261.29
2023-02-05 09:00:00,3.72,269.54
2023-02-05 10:00:00,2.66,280.77
2023-02-05 11:00:00,2.55,275.45
2023-02-05 12:00:00,2.59,266.29
2023-02-05 13:00:00,2.38,269.66
2023-02-05 14:00:00,2.3,267.41
2023-02-05 15:00:00,2.23,258.66
2023-02-05 16:00:00,1.71,260.99
2023-02-05 17:00:00,1.36,261.54
2023-02-05 18:00:00,1.3,242.71
2023-02-05 19:00:00,1.63,221.33
2023-02-05 20:00:00,2.03,208.88
2023-02-05 21:00:00,2.2,203.96
2023-02-05 22:00:00,2.58,202.1
2023-02-05 23:00:00,2.48,196.02
2023-02-06 00:00:00,2.42,185.25
2023-02-06 01:00:00,2.53,171.79
2023-02-06 02:00:00,2.95,159.24
2023-02-06 03:00:00,3.58,150.83
2023-02-06 04:00:00,4.05,145.98
2023-02-06 05:00:00,4.0,142.2
2023-02-06 06:00:00,3.63,143.71
2023-02-06 07:00:00,3.46,140.19
2023-02-06 08:00:00,3.45,127.78
2023-02-06 09:00:00,3.82,116.37
2023-02-06 10:00:00,4.28,112.73
2023-02-06 11:00:00,4.69,108.95
2023-02-06 12:00:00,5.5,107.46
2023-02-06 13:00:00,6.38,106.57
2023-02-06 14:00:00,7.17,106.39
2023-02-06 15:00:00,7.79,108.21
2023-02-06 16:00:00,8.18,110.17
2023-02-06 17:00:00,8.29,111.99
2023-02-06 18:00:00,8.38,111.75
2023-02-06 19:00:00,8.98,110.67
2023-02-06 20:00:00,9.01,107.03
2023-02-06 21:00:00,9.08,103.36
2023-02-06 22:00:00,9.84,102.04
2023-02-06 23:00:00,10.53,99.73
2023-02-07 00:00:00,11.18,100.05
2023-02-07 01:00:00,11.51,99.22
2023-02-07 02:00:00,11.89,98.84
2023-02-07 03:00:00,12.35,96.67
2023-02-07 04:00:00,12.88,94.05
2023-02-07 05:00:00,12.98,91.61
2023-02-07 06:00:00,13.21,94.23
2023-02-07 07:00:00,13.52,98.02
2023-02-07 08:00:00,13.46,98.95
2023-02-07 09:00:00,13.5,97.68
2023-02-07 10:00:00,13.82,96.63
2023-02-07 11:00:00,13.75,91.6
2023-02-07 12:00:00,13.33,85.97
2023-02-07 13:00:00,14.74,83.76
2023-02-07 14:00:00,15.35,83.6
2023-02-07 15:00:00,15.48,84.77
2023-02-07 16:00:00,15.36,85.16
2023-02-07 17:00:00,14.95,83.35
2023-02-07 18:00:00,14.76,80.67
2023-02-07 19:00:00,14.6,78.24
2023-02-07 20:00:00,14.26,76.47
2023-02-07 21:00:00,13.68,74.71
2023-02-07 22:00:00,13.51,74.29
2023-02-07 23:00:00,13.54,72.54
2023-02-08 00:00:00,13.66,70.25
2023-02-08 01:00:00,13.9,68.21
2023-02-08 02:00:00,13.85,67.16
2023-02-08 03:00:00,13.69,66.66
2023-02-08 04:00:00,13.79,65.53
2023-02-08 05:00:00,13.15,61.95
2023-02-08 06:00:00,13.24,61.87
2023-02-08 07:00:00,12.84,60.76
2023-02-08 08:00:00,12.29,57.54
2023-02-08 09:00:00,11.82,52.6
2023-02-08 10:00:00,11.93,51.66
2023-02-08 11:00:00,11.44,48.47
2023-02-08 12:00:00,11.15,42.87
2023-02-08 13:00:00,11.31,38.85
2023-02-08 14:00:00,11.99,40.72
2023-02-08 15:00:00,12.08,40.81
2023-02-08 16:00:00,12.11,40.88
2023-02-08 17:00:00,11.65,41.43
2023-02-08 18:00:00,11.11,41.66
2023-02-08 19:00:00,10.46,41.04
2023-02-08 20:00:00,10.1,39.76
2023-02-08 21:00:00,9.65,35.67
2023-02-08 22:00:00,9.72,32.89
2023-02-08 23:00:00,9.41,31.37
2023-02-09 00:00:00,8.64,29.17
2023-02-09 01:00:00,8.25,28.12
2023-02-09 02:00:00,8.01,28.68
2023-02-09 03:00:00,7.34,27.69
2023-02-09 04:00:00,6.63,27.2
2023-02-09 05:00:00,5.66,26.68
2023-02-09 06:00:00,4.42,22.44
2023-02-09 07:00:00,3.59,8.78
2023-02-09 08:00:00,3.58,347.78
2023-02-09 09:00:00,4.18,332.42
2023-02-09 10:00:00,4.91,321.78
2023-02-09 11:00:00,5.5,312.38
2023-02-09 12:00:00,6.13,307.72
2023-02-09 13:00:00,6.83,301.48
2023-02-09 14:00:00,7.67,296.67
2023-02-09 15:00:00,8.16,294.16
2023-02-09 16:00:00,8.39,296.59
2023-02-09 17:00:00,8.4,302.71
2023-02-09 18:00:00,8.16,305.91
2023-02-09 19:00:00,7.72,306.45
2023-02-09 20:00:00,7.48,308.5
2023-02-09 21:00:00,7.34,311.23
2023-02-09 22:00:00,7.38,307.23
2023-02-09 23:00:00,7.09,303.25
2023-02-10 00:00:00,7.49,300.91
2023-02-10 01:00:00,7.88,306.2
2023-02-10 02:00:00,7.97,308.71
2023-02-10 03:00:00,7.94,305.94
2023-02-10 04:00:00,7.84,303.69
2023-02-10 05:00:00,7.81,305.23
2023-02-10 06:00:00,7.68,306.09
2023-02-10 07:00:00,7.54,299.33
2023-02-10 08:00:00,7.95,293.88
2023-02-10 09:00:00,8.58,291.01
2023-02-10 10:00:00,9.6,288.17
2023-02-10 11:00:00,9.9,286.25
2023-02-10 12:00:00,10.27,285.42
2023-02-10 13:00:00,10.42,285.51
2023-02-10 14:00:00,10.71,287.65
2023-02-10 15:00:00,10.61,291.43
2023-02-10 16:00:00,10.6,292.68
2023-02-10 17:00:00,10.53,292.5
2023-02-10 18:00:00,10.46,291.95
2023-02-10 19:00:00,10.27,292.07
2023-02-10 20:00:00,9.67,294.97
2023-02-10 21:00:00,9.21,298.33
2023-02-10 22:00:00,9.11,297.04
2023-02-10 23:00:00,8.85,296.8
2023-02-11 00:00:00,8.84,294.69
2023-02-11 01:00:00,8.76,294.97
2023-02-11 02:00:00,8.54,295.38
2023-02-11 03:00:00,8.23,294.08
2023-02-11 04:00:00,8.11,296.84
2023-02-11 05:00:00,7.86,302.24
2023-02-11 06:00:00,7.41,303.3
2023-02-11 07:00:00,6.91,300.7
2023-02-11 08:00:00,6.55,295.01
2023-02-11 09:00:00,6.3,288.47
2023-02-11 10:00:00,5.98,286.48
2023-02-11 11:00:00,5.92,286.37
2023-02-11 12:00:00,6.13,288.66
2023-02-11 13:00:00,5.91,292.06
2023-02-11 14:00:00,5.46,294.73
2023-02-11 15:00:00,4.91,295.8
2023-02-11 16:00:00,4.42,297.41
2023-02-11 17:00:00,4.0,293.77
2023-02-11 18:00:00,3.63,295.09
2023-02-11 19:00:00,2.71,297.16
2023-02-11 20:00:00,1.95,290.45
2023-02-11 21:00:00,1.38,273.14
2023-02-11 22:00:00,0.99,255.45
2023-02-11 23:00:00,1.07,215.33
2023-02-12 00:00:00,1.76,187.28
2023-02-12 01:00:00,2.65,171.48
2023-02-12 02:00:00,3.4,169.06
2023-02-12 03:00:00,3.86,166.58
2023-02-12 04:00:00,4.08,169.53
2023-02-12 05:00:00,3.82,171.53
2023-02-12 06:00:00,3.46,160.1
2023-02-12 07:00:00,3.68,151.0
2023-02-12 08:00:00,4.07,149.33
2023-02-12 09:00:00,4.24,150.4
2023-02-12 10:00:00,4.66,149.28
2023-02-12 11:00:00,4.86,145.51
2023-02-12 12:00:00,5.19,138.57
2023-02-12 13:00:00,6.27,125.78
2023-02-12 14:00:00,7.65,120.98
2023-02-12 15:00:00,8.1,123.26
2023-02-12 16:00:00,8.37,127.12
2023-02-12 17:00:00,8.41,130.35
2023-02-12 18:00:00,8.32,131.18
2023-02-12 19:00:00,7.95,130.34
2023-02-12 20:00:00,7.65,127.96
2023-02-12 21:00:00,7.48,127.28
2023-02-12 22:00:00,7.55,128.0
2023-02-12 23:00:00,7.1,125.12
2023-02-13 00:00:00,6.66,121.01
2023-02-13 01:00:00,6.38,114.68
2023-02-13 02:00:00,6.44,109.84
2023-02-13 03:00:00,6.72,106.26
2023-02-13 04:00:00,7.21,108.11
2023-02-13 05:00:00,7.49,111.1
2023-02-13 06:00:00,6.93,112.84
2023-02-13 07:00:00,7.04,114.46
2023-02-13 08:00:00,6.93,116.52
2023-02-13 09:00:00,6.5,117.08
2023-02-13 10:00:00,6.84,116.93
2023-02-13 11:00:00,6.88,115.24
2023-02-13 12:00:00,6.95,114.3
2023-02-13 13:00:00,7.2,111.69
2023-02-13 14:00:00,7.74,110.87
2023-02-13 15:00:00,8.42,109.27
2023-02-13 16:00:00,8.86,111.81
2023-02-13 17:00:00,8.68,116.72
2023-02-13 18:00:00,8.68,121.6
2023-02-13 19:00:00,8.94,122.55
2023-02-13 20:00:00,9.15,123.49
2023-02-13 21:00:00,9.17,126.62
2023-02-13 22:00:00,9.91,129.36
2023-02-13 23:00:00,10.35,132.74
2023-02-14 00:00:00,11.02,135.53
2023-02-14 01:00:00,11.43,136.66
2023-02-14 02:00:00,11.81,138.1
2023-02-14 03:00:00,11.63,146.05
2023-02-14 04:00:00,11.13,159.56
2023-02-14 05:00:00,9.85,182.66
2023-02-14 06:00:00,9.72,214.93
2023-02-14 07:00:00,11.89,233.52
2023-02-14 08:00:00,12.68,235.35
2023-02-14 09:00:00,13.86,239.3
2023-02-14 10:00:00,16.0,246.21
2023-02-14 11:00:00,15.11,250.11
2023-02-14 12:00:00,14.1,251.95
2023-02-14 13:00:00,13.41,252.72
2023-02-14 14:00:00,12.86,252.95
2023-02-14 15:00:00,11.97,253.83
2023-02-14 16:00:00,10.86,255.88
2023-02-14 17:00:00,9.5,256.16
2023-02-14 18:00:00,7.97,251.49
2023-02-14 19:00:00,6.34,237.14
2023-02-14 20:00:00,6.3,212.37
2023-02-14 21:00:00,7.8,201.75
2023-02-14 22:00:00,9.26,199.9
2023-02-14 23:00:00,9.29,202.19
2023-02-15 00:00:00,8.88,205.01
2023-02-15 01:00:00,8.04,204.33
2023-02-15 02:00:00,7.44,199.14
2023-02-15 03:00:00,7.41,191.97
2023-02-15 04:00:00,7.94,186.68
2023-02-15 05:00:00,8.48,183.93
2023-02-15 06:00:00,7.88,182.27
2023-02-15 07:00:00,7.15,180.5
2023-02-15 08:00:00,6.81,180.66
2023-02-15 09:00:00,6.5,177.49
2023-02-15 10:00:00,6.09,169.02
2023-02-15 11:00:00,6.11,156.66
2023-02-15 12:00:00,7.14,143.04
2023-02-15 13:00:00,8.77,133.05
2023-02-15 14:00:00,10.12,129.99
2023-02-15 15:00:00,10.55,128.25
2023-02-15 16:00:00,10.44,125.93
2023-02-15 17:00:00,10.45,122.62
2023-02-15 18:00:00,10.75,119.81
2023-02-15 19:00:00,10.93,117.5
2023-02-15 20:00:00,11.07,115.27
2023-02-15 21:00:00,11.15,113.68
2023-02-15 22:00:00,11.27,111.84
2023-02-15 23:00:00,11.0,109.23
2023-02-16 00:00:00,11.13,106.16
2023-02-16 01:00:00,11.39,103.76
2023-02-16 02:00:00,11.67,102.93
2023-02-16 03:00:00,11.49,103.73
2023-02-16 04:00:00,11.74,105.49
2023-02-16 05:00:00,10.82,106.96
2023-02-16 06:00:00,10.53,109.99
2023-02-16 07:00:00,10.46,112.5
2023-02-16 08:00:00,10.05,114.0
2023-02-16 09:00:00,9.61,114.79
2023-02-16 10:00:00,9.76,117.15
2023-02-16 11:00:00,9.26,120.26
2023-02-16 12:00:00,8.63,127.06
2023-02-16 13:00:00,8.48,123.57
2023-02-16 14:00:00,8.81,119.68
2023-02-16 15:00:00,7.78,129.15
2023-02-16 16:00:00,6.13,157.08
2023-02-16 17:00:00,5.56,203.48
2023-02-16 18:00:00,7.62,243.93
2023-02-16 19:00:00,9.97,261.29
2023-02-16 20:00:00,10.69,267.33
2023-02-16 21:00:00,10.6,270.85
2023-02-16 22:00:00,10.74,269.59
2023-02-16 23:00:00,10.65,270.17
2023-02-17 00:00:00,10.4,268.75
2023-02-17 01:00:00,9.94,269.37
2023-02-17 02:00:00,9.25,268.29
2023-02-17 03:00:00,8.64,263.77
2023-02-17 04:00:00,8.44,256.39
2023-02-17 05:00:00,9.1,255.14
2023-02-17 06:00:00,9.15,255.06
2023-02-17 07:00:00,9.2,255.61
2023-02-17 08:00:00,9.38,256.02
2023-02-17 09:00:00,9.66,255.35
2023-02-17 10:00:00,10.45,254.02
2023-02-17 11:00:00,10.43,255.34
2023-02-17 12:00:00,10.25,257.11
2023-02-17 13:00:00,8.87,261.14
2023-02-17 14:00:00,7.61,263.62
2023-02-17 15:00:00,5.9,265.53
2023-02-17 16:00:00,3.93,257.96
2023-02-17 17:00:00,3.49,230.09
2023-02-17 18:00:00,4.05,214.56
2023-02-17 19:00:00,4.29,216.14
2023-02-17 20:00:00,4.16,228.23
2023-02-17 21:00:00,4.24,249.28
2023-02-17 22:00:00,4.5,257.07
2023-02-17 23:00:00,4.85,260.89
2023-02-18 00:00:00,5.07,258.45
2023-02-18 01:00:00,5.28,255.39
2023-02-18 02:00:00,5.43,251.75
2023-02-18 03:00:00,5.64,246.83
2023-02-18 04:00:00,5.9,240.83
2023-02-18 05:00:00,5.81,235.87
2023-02-18 06:00:00,5.03,235.43
2023-02-18 07:00:00,5.2,240.08
2023-02-18 08:00:00,5.79,242.6
2023-02-18 09:00:00,6.17,238.39
2023-02-18 10:00:00,5.9,232.95
2023-02-18 11:00:00,5.96,227.01
2023-02-18 12:00:00,6.4,221.95
2023-02-18 13:00:00,5.39,216.06
2023-02-18 14:00:00,4.57,202.26
2023-02-18 15:00:00,5.08,185.99
2023-02-18 16:00:00,6.47,182.75
2023-02-18 17:00:00,7.63,187.4
2023-02-18 18:00:00,8.17,188.93
2023-02-18 19:00:00,8.38,184.45
2023-02-18 20:00:00,8.46,176.28
2023-02-18 21:00:00,8.52,169.75
2023-02-18 22:00:00,8.12,162.48
2023-02-18 23:00:00,7.21,170.15
2023-02-19 00:00:00,6.49,189.31
2023-02-19 01:00:00,6.67,206.38
2023-02-19 02:00:00,7.28,214.17
2023-02-19 03:00:00,7.85,215.49
2023-02-19 04:00:00,8.01,210.95
2023-02-19 05:00:00,8.12,204.62
2023-02-19 06:00:00,7.63,199.54
2023-02-19 07:00:00,6.98,197.78
2023-02-19 08:00:00,6.72,197.75
2023-02-19 09:00:00,6.56,196.61
2023-02-19 10:00:00,6.93,191.91
2023-02-19 11:00:00,7.19,186.21
2023-02-19 12:00:00,8.05,179.77
2023-02-19 13:00:00,9.31,175.31
2023-02-19 14:00:00,9.99,185.14
2023-02-19 15:00:00,10.37,194.69
2023-02-19 16:00:00,11.42,199.24
2023-02-19 17:00:00,11.81,207.36
2023-02-19 18:00:00,11.41,218.49
2023-02-19 19:00:00,10.8,228.74
2023-02-19 20:00:00,9.91,240.84
2023-02-19 21:00:00,9.13,249.72
2023-02-19 22:00:00,8.83,255.25
2023-02-19 23:00:00,8.57,260.43
2023-02-20 00:00:00,8.38,261.07
2023-02-20 01:00:00,8.08,259.9
2023-02-20 02:00:00,7.91,258.73
2023-02-20 03:00:00,7.79,258.25
2023-02-20 04:00:00,7.19,256.16
2023-02-20 05:00:00,6.69,251.43
2023-02-20 06:00:00,6.06,248.32
2023-02-20 07:00:00,5.82,245.45
2023-02-20 08:00:00,5.76,240.59
2023-02-20 09:00:00,5.85,236.15
2023-02-20 10:00:00,5.87,233.02
2023-02-20 11:00:00,6.19,227.87
2023-02-20 12:00:00,5.99,224.55
2023-02-20 13:00:00,6.24,215.45
2023-02-20 14:00:00,6.51,206.79
2023-02-20 15:00:00,6.83,194.96
2023-02-20 16:00:00,7.66,184.49
2023-02-20 17:00:00,8.7,184.74
2023-02-20 18:00:00,9.17,187.54
2023-02-20 19:00:00,9.32,191.15
2023-02-20 20:00:00,9.35,190.42
2023-02-20 21:00:00,9.4,183.07
2023-02-20 22:00:00,10.34,174.21
2023-02-20 23:00:00,10.78,163.83
2023-02-21 00:00:00,11.72,159.36
2023-02-21 01:00:00,12.67,162.15
2023-02-21 02:00:00,13.33,163.79
2023-02-21 03:00:00,14.16,166.02
2023-02-21 04:00:00,14.37,177.76
2023-02-21 05:00:00,13.87,194.91
2023-02-21 06:00:00,13.12,213.06
2023-02-21 07:00:00,11.6,226.8
2023-02-21 08:00:00,10.17,238.29
2023-02-21 09:00:00,9.98,253.07
2023-02-21 10:00:00,9.81,267.88
2023-02-21 11:00:00,8.49,279.56
2023-02-21 12:00:00,8.11,285.54
2023-02-21 13:00:00,8.47,294.08
2023-02-21 14:00:00,8.71,299.16
2023-02-21 15:00:00,8.25,302.39
2023-02-21 16:00:00,7.92,304.9
2023-02-21 17:00:00,7.62,305.86
2023-02-21 18:00:00,6.54,303.52
2023-02-21 19:00:00,5.61,294.54
2023-02-21 20:00:00,4.98,279.39
2023-02-21 21:00:00,4.59,261.31
2023-02-21 22:00:00,4.79,236.33
2023-02-21 23:00:00,6.06,223.72
2023-02-22 00:00:00,7.08,213.63
2023-02-22 01:00:00,7.57,204.49
2023-02-22 02:00:00,8.34,199.48
2023-02-22 03:00:00,9.31,199.95
2023-02-22 04:00:00,9.87,200.74
2023-02-22 05:00:00,9.79,202.67
2023-02-22 06:00:00,9.3,208.3
2023-02-22 07:00:00,9.39,202.65
2023-02-22 08:00:00,10.4,193.89
2023-02-22 09:00:00,10.91,198.18
2023-02-22 10:00:00,12.24,211.79
2023-02-22 11:00:00,13.58,229.89
2023-02-22 12:00:00,12.76,247.38
2023-02-22 13:00:00,12.02,257.05
2023-02-22 14:00:00,10.44,255.43
2023-02-22 15:00:00,8.78,251.34
2023-02-22 16:00:00,8.33,241.44
2023-02-22 17:00:00,9.23,238.02
2023-02-22 18:00:00,10.56,244.67
2023-02-22 19:00:00,12.14,251.7
2023-02-22 20:00:00,12.5,248.79
2023-02-22 21:00:00,13.09,245.85
2023-02-22 22:00:00,14.8,251.76
2023-02-22 23:00:00,15.13,261.5
2023-02-23 00:00:00,14.54,271.13
2023-02-23 01:00:00,13.36,276.35
2023-02-23 02:00:00,12.31,278.86
2023-02-23 03:00:00,11.63,281.47
2023-02-23 04:00:00,10.87,281.83
2023-02-23 05:00:00,10.14,277.12
2023-02-23 06:00:00,9.9,265.82
2023-02-23 07:00:00,10.14,255.4
2023-02-23 08:00:00,10.31,252.61
2023-02-23 09:00:00,10.8,254.89
2023-02-23 10:00:00,11.72,253.49
2023-02-23 11:00:00,12.2,258.92
2023-02-23 12:00:00,11.57,266.45
2023-02-23 13:00:00,10.77,273.79
2023-02-23 14:00:00,10.34,277.22
2023-02-23 15:00:00,10.15,279.96
2023-02-23 16:00:00,9.96,284.05
2023-02-23 17:00:00,9.56,286.88
2023-02-23 18:00:00,9.17,286.04
2023-02-23 19:00:00,8.67,285.2
2023-02-23 20:00:00,8.43,285.27
2023-02-23 21:00:00,8.61,287.76
2023-02-23 22:00:00,8.03,285.68
2023-02-23 23:00:00,8.75,285.8
2023-02-24 00:00:00,8.33,286.45
2023-02-24 01:00:00,7.65,287.2
2023-02-24 02:00:00,6.73,286.72
2023-02-24 03:00:00,6.46,283.33
2023-02-24 04:00:00,6.53,280.42
2023-02-24 05:00:00,7.64,283.79
2023-02-24 06:00:00,7.79,285.11
2023-02-24 07:00:00,7.65,282.26
2023-02-24 08:00:00,7.81,278.6
2023-02-24 09:00:00,8.23,278.41
2023-02-24 10:00:00,8.85,278.76
2023-02-24 11:00:00,9.06,280.74
2023-02-24 12:00:00,9.13,282.47
2023-02-24 13:00:00,9.12,284.11
2023-02-24 14:00:00,8.84,286.71
2023-02-24 15:00:00,8.76,288.4
2023-02-24 16:00:00,8.47,288.88
2023-02-24 17:00:00,8.17,289.02
2023-02-24 18:00:00,7.81,288.75
2023-02-24 19:00:00,7.39,286.79
2023-02-24 20:00:00,6.86,283.42
2023-02-24 21:00:00,6.66,281.51
2023-02-24 22:00:00,6.04,279.51
2023-02-24 23:00:00,5.7,279.2
2023-02-25 00:00:00,5.07,275.84
2023-02-25 01:00:00,4.42,272.69
2023-02-25 02:00:00,3.72,267.4
2023-02-25 03:00:00,3.27,247.85
2023-02-25 04:00:00,3.47,225.51
2023-02-25 05:00:00,3.4,202.18
2023-02-25 06:00:00,3.68,198.02
